"state","sector","source","year","bill.btu"
"north carolina","Electric Power","All",2008,1252780
"north carolina","Electric Power","All",2007,1298394
"north carolina","Electric Power","All",2006,1232793
"north carolina","Electric Power","All",2005,1272864
"north carolina","Electric Power","All",2004,1233314
"north carolina","Electric Power","All",2003,1244014
"north carolina","Electric Power","All",2002,1207151
"north carolina","Electric Power","All",2001,1149478
"north carolina","Electric Power","All",2000,1193429
"north carolina","Electric Power","All",1999,1135376
"north carolina","Electric Power","All",1998,1175351
"north carolina","Electric Power","All",1997,1102940
"north carolina","Electric Power","All",1996,1091088
"north carolina","Electric Power","All",1995,1028276
"north carolina","Electric Power","All",1994,970779
"north carolina","Electric Power","All",1993,934331
"north carolina","Electric Power","All",1992,882656
"north carolina","Electric Power","All",1991,888693
"north carolina","Electric Power","All",1990,841535
"north carolina","Electric Power","All",1989,911431
"north carolina","Electric Power","All",1988,789436
"north carolina","Electric Power","All",1987,788588
"north carolina","Electric Power","All",1986,759865
"north carolina","Electric Power","All",1985,740722
"north carolina","Electric Power","All",1984,794618
"north carolina","Electric Power","All",1983,747628
"north carolina","Electric Power","All",1982,737189
"north carolina","Electric Power","All",1981,713058
"north carolina","Electric Power","All",1980,711927
"north dakota","Electric Power","All",2015,404865
"north dakota","Electric Power","All",2014,395694
"north dakota","Electric Power","All",2013,380858
"north dakota","Electric Power","All",2012,389709
"north dakota","Electric Power","All",2011,381311
"north dakota","Electric Power","All",2010,376420
"north dakota","Electric Power","All",2009,374376
"north dakota","Electric Power","All",2008,363390
"north dakota","Electric Power","All",2007,348672
"north dakota","Electric Power","All",2006,339427
"north dakota","Electric Power","All",2005,355927
"north dakota","Electric Power","All",2004,327712
"north dakota","Electric Power","All",2003,340410
"north dakota","Electric Power","All",2002,345471
"north dakota","Electric Power","All",2001,340438
"north dakota","Electric Power","All",2000,351467
"north dakota","Electric Power","All",1999,347939
"north dakota","Electric Power","All",1998,341875
"north dakota","Electric Power","All",1997,333197
"north dakota","Electric Power","All",1996,348220
"north dakota","Electric Power","All",1995,327023
"north dakota","Electric Power","All",1994,329671
"north dakota","Electric Power","All",1993,324890
"north dakota","Electric Power","All",1992,324506
"north dakota","Electric Power","All",1991,312008
"north dakota","Electric Power","All",1990,304512
"north dakota","Electric Power","All",1989,292776
"north dakota","Electric Power","All",1988,306610
"north dakota","Electric Power","All",1987,255846
"north dakota","Electric Power","All",1986,255480
"north dakota","Electric Power","All",1985,260367
"north dakota","Electric Power","All",1984,262924
"north dakota","Electric Power","All",1983,247778
"north dakota","Electric Power","All",1982,230249
"north dakota","Electric Power","All",1981,198064
"north dakota","Electric Power","All",1980,189998
"ohio","Electric Power","All",2015,1174827
"ohio","Electric Power","All",2014,1307202
"ohio","Electric Power","All",2013,1339120
"ohio","Electric Power","All",2012,1271929
"ohio","Electric Power","All",2011,1378530
"ohio","Electric Power","All",2010,1478095
"ohio","Electric Power","All",2009,1389302
"ohio","Electric Power","All",2008,1550870
"ohio","Electric Power","All",2007,1571957
"ohio","Electric Power","All",2006,1560358
"ohio","Electric Power","All",2005,1576183
"ohio","Electric Power","All",2004,1496359
"ohio","Electric Power","All",2003,1462898
"ohio","Electric Power","All",2002,1448278
"ohio","Electric Power","All",2001,1426402
"ohio","Electric Power","All",2000,1509440
"ohio","Electric Power","All",1999,1440038
"ohio","Electric Power","All",1998,1490044
"ohio","Electric Power","All",1997,1431883
"ohio","Electric Power","All",1996,1446835
"ohio","Electric Power","All",1995,1397455
"ohio","Electric Power","All",1994,1323174
"ohio","Electric Power","All",1993,1353798
"ohio","Electric Power","All",1992,1372526
"ohio","Electric Power","All",1991,1353520
"ohio","Electric Power","All",1990,1284482
"ohio","Electric Power","All",1989,1346184
"ohio","Electric Power","All",1988,1264887
"ohio","Electric Power","All",1987,1220276
"ohio","Electric Power","All",1986,1147254
"ohio","Electric Power","All",1985,1133073
"ohio","Electric Power","All",1984,1113703
"ohio","Electric Power","All",1983,1097219
"ohio","Electric Power","All",1982,1099417
"ohio","Electric Power","All",1981,1157181
"ohio","Electric Power","All",1980,1151463
"oklahoma","Electric Power","All",2015,691771
"oklahoma","Electric Power","All",2014,666189
"oklahoma","Electric Power","All",2013,708028
"oklahoma","Electric Power","All",2012,730679
"oklahoma","Electric Power","All",2011,709428
"oklahoma","Electric Power","All",2010,697067
"oklahoma","Electric Power","All",2009,716548
"oklahoma","Electric Power","All",2008,730292
"oklahoma","Electric Power","All",2007,702791
"oklahoma","Electric Power","All",2006,679822
"oklahoma","Electric Power","All",2005,666393
"oklahoma","Electric Power","All",2004,598935
"oklahoma","Electric Power","All",2003,601802
"oklahoma","Electric Power","All",2002,596838
"oklahoma","Electric Power","All",2001,566607
"oklahoma","Electric Power","All",2000,571449
"oklahoma","Electric Power","All",1999,558363
"oklahoma","Electric Power","All",1998,576280
"oklahoma","Electric Power","All",1997,541797
"oklahoma","Electric Power","All",1996,527847
"oklahoma","Electric Power","All",1995,532385
"oklahoma","Electric Power","All",1994,509371
"oklahoma","Electric Power","All",1993,540059
"oklahoma","Electric Power","All",1992,507777
"oklahoma","Electric Power","All",1991,498617
"oklahoma","Electric Power","All",1990,478643
"oklahoma","Electric Power","All",1989,469717
"oklahoma","Electric Power","All",1988,462868
"oklahoma","Electric Power","All",1987,455512
"oklahoma","Electric Power","All",1986,438737
"oklahoma","Electric Power","All",1985,470449
"oklahoma","Electric Power","All",1984,474631
"oklahoma","Electric Power","All",1983,482247
"oklahoma","Electric Power","All",1982,469514
"oklahoma","Electric Power","All",1981,454331
"oklahoma","Electric Power","All",1980,459824
"oregon","Electric Power","All",2015,511459
"oregon","Electric Power","All",2014,542000
"oregon","Electric Power","All",2013,536940
"oregon","Electric Power","All",2012,552322
"oregon","Electric Power","All",2011,558121
"oregon","Electric Power","All",2010,494481
"oregon","Electric Power","All",2009,504768
"oregon","Electric Power","All",2008,522944
"oregon","Electric Power","All",2007,503272
"oregon","Electric Power","All",2006,493374
"oregon","Electric Power","All",2005,449899
"oregon","Electric Power","All",2004,473028
"oregon","Electric Power","All",2003,467937
"oregon","Electric Power","All",2002,456715
"oregon","Electric Power","All",2001,431520
"oregon","Electric Power","All",2000,506149
"oregon","Electric Power","All",1999,563053
"oregon","Electric Power","All",1998,505675
"oregon","Electric Power","All",1997,525329
"oregon","Electric Power","All",1996,525791
"oregon","Electric Power","All",1995,467452
"oregon","Electric Power","All",1994,400560
"oregon","Electric Power","All",1993,431455
"oregon","Electric Power","All",1992,438184
"oregon","Electric Power","All",1991,497569
"oregon","Electric Power","All",1990,525431
"oregon","Electric Power","All",1989,486879
"oregon","Electric Power","All",1988,431498
"oregon","Electric Power","All",1987,432504
"oregon","Electric Power","All",1986,505059
"oregon","Electric Power","All",1985,523488
"oregon","Electric Power","All",1984,546420
"oregon","Electric Power","All",1983,520197
"oregon","Electric Power","All",1982,534967
"oregon","Electric Power","All",1981,428226
"oregon","Electric Power","All",1980,383068
"pennsylvania","Electric Power","All",2015,2058551
"pennsylvania","Electric Power","All",2014,2137393
"pennsylvania","Electric Power","All",2013,2198195
"pennsylvania","Electric Power","All",2012,2176502
"pennsylvania","Electric Power","All",2011,2224492
"pennsylvania","Electric Power","All",2010,2264697
"pennsylvania","Electric Power","All",2009,2171352
"pennsylvania","Electric Power","All",2008,2228941
"pennsylvania","Electric Power","All",2007,2269247
"pennsylvania","Electric Power","All",2006,2200881
"pennsylvania","Electric Power","All",2005,2208568
"pennsylvania","Electric Power","All",2004,2174481
"pennsylvania","Electric Power","All",2003,2097095
"pennsylvania","Electric Power","All",2002,2100370
"pennsylvania","Electric Power","All",2001,1981565
"pennsylvania","Electric Power","All",2000,2101325
"pennsylvania","Electric Power","All",1999,1994595
"pennsylvania","Electric Power","All",1998,1940329
"pennsylvania","Electric Power","All",1997,1969429
"pennsylvania","Electric Power","All",1996,1978063
"pennsylvania","Electric Power","All",1995,1896445
"pennsylvania","Electric Power","All",1994,1874021
"pennsylvania","Electric Power","All",1993,1825345
"pennsylvania","Electric Power","All",1992,1788012
"pennsylvania","Electric Power","All",1991,1746723
"pennsylvania","Electric Power","All",1990,1779179
"pennsylvania","Electric Power","All",1989,1628334
"pennsylvania","Electric Power","All",1988,1553904
"pennsylvania","Electric Power","All",1987,1476367
"pennsylvania","Electric Power","All",1986,1526446
"pennsylvania","Electric Power","All",1985,1396093
"pennsylvania","Electric Power","All",1984,1354565
"pennsylvania","Electric Power","All",1983,1279288
"pennsylvania","Electric Power","All",1982,1245827
"pennsylvania","Electric Power","All",1981,1230124
"pennsylvania","Electric Power","All",1980,1292335
"rhode island","Electric Power","All",2015,55053
"rhode island","Electric Power","All",2014,49464
"rhode island","Electric Power","All",2013,49303
"rhode island","Electric Power","All",2012,63853
"rhode island","Electric Power","All",2011,69202
"rhode island","Electric Power","All",2010,61403
"rhode island","Electric Power","All",2009,61074
"rhode island","Electric Power","All",2008,58389
"rhode island","Electric Power","All",2007,56294
"rhode island","Electric Power","All",2006,46876
"rhode island","Electric Power","All",2005,46282
"rhode island","Electric Power","All",2004,39154
"rhode island","Electric Power","All",2003,44734
"rhode island","Electric Power","All",2002,57547
"rhode island","Electric Power","All",2001,64531
"rhode island","Electric Power","All",2000,57010
"rhode island","Electric Power","All",1999,63961
"rhode island","Electric Power","All",1998,69197
"rhode island","Electric Power","All",1997,70150
"rhode island","Electric Power","All",1996,70424
"rhode island","Electric Power","All",1995,42586
"rhode island","Electric Power","All",1994,44815
"rhode island","Electric Power","All",1993,42229
"rhode island","Electric Power","All",1992,44503
"rhode island","Electric Power","All",1991,27925
"rhode island","Electric Power","All",1990,12794
"rhode island","Electric Power","All",1989,7050
"rhode island","Electric Power","All",1988,12151
"rhode island","Electric Power","All",1987,10732
"rhode island","Electric Power","All",1986,9355
"rhode island","Electric Power","All",1985,8607
"rhode island","Electric Power","All",1984,7934
"rhode island","Electric Power","All",1983,7638
"rhode island","Electric Power","All",1982,5870
"rhode island","Electric Power","All",1981,10402
"rhode island","Electric Power","All",1980,12150
"south carolina","Electric Power","All",2015,968973
"south carolina","Electric Power","All",2014,972309
"south carolina","Electric Power","All",2013,949461
"south carolina","Electric Power","All",2012,965971
"south carolina","Electric Power","All",2011,1024775
"south carolina","Electric Power","All",2010,1047539
"south carolina","Electric Power","All",2009,1007380
"south carolina","Electric Power","All",2008,1023649
"south carolina","Electric Power","All",2007,1045737
"south carolina","Electric Power","All",2006,1001677
"south carolina","Electric Power","All",2005,1034529
"south carolina","Electric Power","All",2004,988085
"south carolina","Electric Power","All",2003,947689
"south carolina","Electric Power","All",2002,965028
"south carolina","Electric Power","All",2001,908955
"south carolina","Electric Power","All",2000,941684
"south carolina","Electric Power","All",1999,913477
"south carolina","Electric Power","All",1998,885344
"south carolina","Electric Power","All",1997,817896
"south carolina","Electric Power","All",1996,794048
"south carolina","Electric Power","All",1995,819593
"south carolina","Electric Power","All",1994,771477
"south carolina","Electric Power","All",1993,785077
"south carolina","Electric Power","All",1992,746510
"south carolina","Electric Power","All",1991,729903
"south carolina","Electric Power","All",1990,726953
"south carolina","Electric Power","All",1989,696998
"south carolina","Electric Power","All",1988,675549
"south carolina","Electric Power","All",1987,662152
"south carolina","Electric Power","All",1986,588661
"south carolina","Electric Power","All",1985,556522
"south carolina","Electric Power","All",1984,471994
"south carolina","Electric Power","All",1983,487974
"south carolina","Electric Power","All",1982,386496
"south carolina","Electric Power","All",1981,435409
"south carolina","Electric Power","All",1980,439637
"south dakota","Electric Power","All",2015,91438
"south dakota","Electric Power","All",2014,108187
"south dakota","Electric Power","All",2013,99557
"south dakota","Electric Power","All",2012,114125
"south dakota","Electric Power","All",2011,120842
"south dakota","Electric Power","All",2010,102412
"south dakota","Electric Power","All",2009,83711
"south dakota","Electric Power","All",2008,73484
"south dakota","Electric Power","All",2007,64033
"south dakota","Electric Power","All",2006,73609
"south dakota","Electric Power","All",2005,68553
"south dakota","Electric Power","All",2004,79055
"south dakota","Electric Power","All",2003,82994
"south dakota","Electric Power","All",2002,80469
"south dakota","Electric Power","All",2001,78487
"south dakota","Electric Power","All",2000,100823
"south dakota","Electric Power","All",1999,109687
"south dakota","Electric Power","All",1998,95054
"south dakota","Electric Power","All",1997,129543
"south dakota","Electric Power","All",1996,110040
"south dakota","Electric Power","All",1995,93711
"south dakota","Electric Power","All",1994,86619
"south dakota","Electric Power","All",1993,57647
"south dakota","Electric Power","All",1992,68916
"south dakota","Electric Power","All",1991,73887
"south dakota","Electric Power","All",1990,72315
"south dakota","Electric Power","All",1989,77918
"south dakota","Electric Power","All",1988,85086
"south dakota","Electric Power","All",1987,66491
"south dakota","Electric Power","All",1986,84419
"south dakota","Electric Power","All",1985,85021
"south dakota","Electric Power","All",1984,89967
"south dakota","Electric Power","All",1983,85152
"south dakota","Electric Power","All",1982,87604
"south dakota","Electric Power","All",1981,87522
"south dakota","Electric Power","All",1980,94565
"tennessee","Electric Power","All",2015,738580
"tennessee","Electric Power","All",2014,789217
"tennessee","Electric Power","All",2013,780003
"tennessee","Electric Power","All",2012,760090
"tennessee","Electric Power","All",2011,816641
"tennessee","Electric Power","All",2010,838689
"tennessee","Electric Power","All",2009,797630
"tennessee","Electric Power","All",2008,910583
"tennessee","Electric Power","All",2007,953078
"tennessee","Electric Power","All",2006,935764
"tennessee","Electric Power","All",2005,959275
"tennessee","Electric Power","All",2004,961748
"tennessee","Electric Power","All",2003,905976
"tennessee","Electric Power","All",2002,935454
"tennessee","Electric Power","All",2001,966160
"tennessee","Electric Power","All",2000,956006
"tennessee","Electric Power","All",1999,933234
"tennessee","Electric Power","All",1998,980013
"tennessee","Electric Power","All",1997,952684
"tennessee","Electric Power","All",1996,909878
"tennessee","Electric Power","All",1995,831215
"tennessee","Electric Power","All",1994,760172
"tennessee","Electric Power","All",1993,714934
"tennessee","Electric Power","All",1992,762666
"tennessee","Electric Power","All",1991,756764
"tennessee","Electric Power","All",1990,752652
"tennessee","Electric Power","All",1989,752139
"tennessee","Electric Power","All",1988,597647
"tennessee","Electric Power","All",1987,574830
"tennessee","Electric Power","All",1986,557231
"tennessee","Electric Power","All",1985,665751
"tennessee","Electric Power","All",1984,694149
"tennessee","Electric Power","All",1983,699578
"tennessee","Electric Power","All",1982,606179
"tennessee","Electric Power","All",1981,591983
"tennessee","Electric Power","All",1980,604309
"texas","Electric Power","All",2015,3848443
"texas","Electric Power","All",2014,3827892
"texas","Electric Power","All",2013,3787535
"texas","Electric Power","All",2012,3755215
"texas","Electric Power","All",2011,3890419
"texas","Electric Power","All",2010,3641375
"texas","Electric Power","All",2009,3555933
"texas","Electric Power","All",2008,3651479
"texas","Electric Power","All",2007,3628271
"texas","Electric Power","All",2006,3564435
"texas","Electric Power","All",2005,3539163
"texas","Electric Power","All",2004,3467184
"texas","Electric Power","All",2003,3424493
"texas","Electric Power","All",2002,3489203
"texas","Electric Power","All",2001,3425454
"texas","Electric Power","All",2000,3523702
"texas","Electric Power","All",1999,3363636
"texas","Electric Power","All",1998,3343510
"texas","Electric Power","All",1997,3135939
"texas","Electric Power","All",1996,3051914
"texas","Electric Power","All",1995,2951740
"texas","Electric Power","All",1994,2864473
"texas","Electric Power","All",1993,2774473
"texas","Electric Power","All",1992,2684437
"texas","Electric Power","All",1991,2671653
"texas","Electric Power","All",1990,2640828
"texas","Electric Power","All",1989,2605262
"texas","Electric Power","All",1988,2350439
"texas","Electric Power","All",1987,2259196
"texas","Electric Power","All",1986,2264603
"texas","Electric Power","All",1985,2331942
"texas","Electric Power","All",1984,2302919
"texas","Electric Power","All",1983,2206060
"texas","Electric Power","All",1982,2200529
"texas","Electric Power","All",1981,2207365
"texas","Electric Power","All",1980,2173443
"utah","Electric Power","All",2015,392193
"utah","Electric Power","All",2014,409635
"utah","Electric Power","All",2013,406295
"utah","Electric Power","All",2012,376043
"utah","Electric Power","All",2011,396408
"utah","Electric Power","All",2010,405435
"utah","Electric Power","All",2009,414469
"utah","Electric Power","All",2008,444747
"utah","Electric Power","All",2007,436774
"utah","Electric Power","All",2006,407410
"utah","Electric Power","All",2005,395309
"utah","Electric Power","All",2004,383740
"utah","Electric Power","All",2003,385503
"utah","Electric Power","All",2002,376043
"utah","Electric Power","All",2001,363136
"utah","Electric Power","All",2000,369789
"utah","Electric Power","All",1999,366715
"utah","Electric Power","All",1998,358354
"utah","Electric Power","All",1997,348334
"utah","Electric Power","All",1996,335162
"utah","Electric Power","All",1995,333003
"utah","Electric Power","All",1994,351646
"utah","Electric Power","All",1993,341545
"utah","Electric Power","All",1992,331423
"utah","Electric Power","All",1991,308061
"utah","Electric Power","All",1990,320276
"utah","Electric Power","All",1989,306275
"utah","Electric Power","All",1988,297005
"utah","Electric Power","All",1987,271806
"utah","Electric Power","All",1986,172803
"utah","Electric Power","All",1985,161830
"utah","Electric Power","All",1984,146084
"utah","Electric Power","All",1983,135748
"utah","Electric Power","All",1982,128094
"utah","Electric Power","All",1981,123448
"utah","Electric Power","All",1980,126291
"vermont","Electric Power","All",2015,57500
"vermont","Electric Power","All",2014,111796
"vermont","Electric Power","All",2013,112277
"vermont","Electric Power","All",2012,108343
"vermont","Electric Power","All",2011,79547
"vermont","Electric Power","All",2010,77868
"vermont","Electric Power","All",2009,84934
"vermont","Electric Power","All",2008,79985
"vermont","Electric Power","All",2007,70420
"vermont","Electric Power","All",2006,82455
"vermont","Electric Power","All",2005,67135
"vermont","Electric Power","All",2004,65772
"vermont","Electric Power","All",2003,74359
"vermont","Electric Power","All",2002,69579
"vermont","Electric Power","All",2001,67453
"vermont","Electric Power","All",2000,79055
"vermont","Electric Power","All",1999,85543
"vermont","Electric Power","All",1998,64819
"vermont","Electric Power","All",1997,73123
"vermont","Electric Power","All",1996,68200
"vermont","Electric Power","All",1995,67684
"vermont","Electric Power","All",1994,69246
"vermont","Electric Power","All",1993,57376
"vermont","Electric Power","All",1992,57752
"vermont","Electric Power","All",1991,61995
"vermont","Electric Power","All",1990,59853
"vermont","Electric Power","All",1989,57826
"vermont","Electric Power","All",1988,63065
"vermont","Electric Power","All",1987,56373
"vermont","Electric Power","All",1986,39122
"vermont","Electric Power","All",1985,45789
"vermont","Electric Power","All",1984,49410
"vermont","Electric Power","All",1983,43385
"vermont","Electric Power","All",1982,56509
"vermont","Electric Power","All",1981,50709
"vermont","Electric Power","All",1980,42207
"virginia","Electric Power","All",2015,789500
"virginia","Electric Power","All",2014,753866
"virginia","Electric Power","All",2013,745575
"virginia","Electric Power","All",2012,680979
"virginia","Electric Power","All",2011,661842
"virginia","Electric Power","All",2010,737046
"virginia","Electric Power","All",2009,701835
"virginia","Electric Power","All",2008,741449
"virginia","Electric Power","All",2007,798391
"virginia","Electric Power","All",2006,736296
"virginia","Electric Power","All",2005,799938
"virginia","Electric Power","All",2004,790199
"virginia","Electric Power","All",2003,752067
"virginia","Electric Power","All",2002,769058
"virginia","Electric Power","All",2001,761086
"virginia","Electric Power","All",2000,786315
"virginia","Electric Power","All",1999,748573
"virginia","Electric Power","All",1998,724857
"virginia","Electric Power","All",1997,687265
"virginia","Electric Power","All",1996,674030
"virginia","Electric Power","All",1995,634625
"virginia","Electric Power","All",1994,623828
"virginia","Electric Power","All",1993,618072
"virginia","Electric Power","All",1992,565505
"virginia","Electric Power","All",1991,550991
"virginia","Electric Power","All",1990,525798
"virginia","Electric Power","All",1989,466831
"virginia","Electric Power","All",1988,465981
"virginia","Electric Power","All",1987,441084
"virginia","Electric Power","All",1986,445373
"virginia","Electric Power","All",1985,440841
"virginia","Electric Power","All",1984,401375
"virginia","Electric Power","All",1983,403053
"virginia","Electric Power","All",1982,391187
"virginia","Electric Power","All",1981,407766
"virginia","Electric Power","All",1980,371975
"washington","Electric Power","All",2015,992308
"washington","Electric Power","All",2014,1068357
"washington","Electric Power","All",2013,1049641
"washington","Electric Power","All",2012,1082145
"washington","Electric Power","All",2011,1084976
"washington","Electric Power","All",2010,969464
"washington","Electric Power","All",2009,977247
"washington","Electric Power","All",2008,1049059
"washington","Electric Power","All",2007,1039295
"washington","Electric Power","All",2006,1029446
"washington","Electric Power","All",2005,990327
"washington","Electric Power","All",2004,989783
"washington","Electric Power","All",2003,992316
"washington","Electric Power","All",2002,1035935
"washington","Electric Power","All",2001,828925
"washington","Electric Power","All",2000,1097194
"washington","Electric Power","All",1999,1194290
"washington","Electric Power","All",1998,1041845
"washington","Electric Power","All",1997,1253312
"washington","Electric Power","All",1996,1229400
"washington","Electric Power","All",1995,1030703
"washington","Electric Power","All",1994,906653
"washington","Electric Power","All",1993,897432
"washington","Electric Power","All",1992,904262
"washington","Electric Power","All",1991,1070900
"washington","Electric Power","All",1990,1051604
"washington","Electric Power","All",1989,909266
"washington","Electric Power","All",1988,868545
"washington","Electric Power","All",1987,880244
"washington","Electric Power","All",1986,960994
"washington","Electric Power","All",1985,979314
"washington","Electric Power","All",1984,1023719
"washington","Electric Power","All",1983,1015288
"washington","Electric Power","All",1982,1032087
"washington","Electric Power","All",1981,1111397
"washington","Electric Power","All",1980,969827
"west virginia","Electric Power","All",2015,726090
"west virginia","Electric Power","All",2014,800956
"west virginia","Electric Power","All",2013,752640
"west virginia","Electric Power","All",2012,730656
"west virginia","Electric Power","All",2011,783435
"west virginia","Electric Power","All",2010,805054
"west virginia","Electric Power","All",2009,715705
"west virginia","Electric Power","All",2008,907152
"west virginia","Electric Power","All",2007,931301
"west virginia","Electric Power","All",2006,919656
"west virginia","Electric Power","All",2005,912894
"west virginia","Electric Power","All",2004,876870
"west virginia","Electric Power","All",2003,918935
"west virginia","Electric Power","All",2002,926453
"west virginia","Electric Power","All",2001,800072
"west virginia","Electric Power","All",2000,901590
"west virginia","Electric Power","All",1999,913826
"west virginia","Electric Power","All",1998,887162
"west virginia","Electric Power","All",1997,878096
"west virginia","Electric Power","All",1996,836988
"west virginia","Electric Power","All",1995,781652
"west virginia","Electric Power","All",1994,785755
"west virginia","Electric Power","All",1993,719953
"west virginia","Electric Power","All",1992,720275
"west virginia","Electric Power","All",1991,699190
"west virginia","Electric Power","All",1990,754163
"west virginia","Electric Power","All",1989,816488
"west virginia","Electric Power","All",1988,796078
"west virginia","Electric Power","All",1987,767001
"west virginia","Electric Power","All",1986,772310
"west virginia","Electric Power","All",1985,784863
"west virginia","Electric Power","All",1984,773126
"west virginia","Electric Power","All",1983,723009
"west virginia","Electric Power","All",1982,687285
"west virginia","Electric Power","All",1981,738784
"west virginia","Electric Power","All",1980,700098
"wisconsin","Electric Power","All",2015,642108
"wisconsin","Electric Power","All",2014,601457
"wisconsin","Electric Power","All",2013,655131
"wisconsin","Electric Power","All",2012,624965
"wisconsin","Electric Power","All",2011,630283
"wisconsin","Electric Power","All",2010,649033
"wisconsin","Electric Power","All",2009,601780
"wisconsin","Electric Power","All",2008,642986
"wisconsin","Electric Power","All",2007,646718
"wisconsin","Electric Power","All",2006,626722
"wisconsin","Electric Power","All",2005,667656
"wisconsin","Electric Power","All",2004,633026
"wisconsin","Electric Power","All",2003,621721
"wisconsin","Electric Power","All",2002,629772
"wisconsin","Electric Power","All",2001,620320
"wisconsin","Electric Power","All",2000,622109
"wisconsin","Electric Power","All",1999,606185
"wisconsin","Electric Power","All",1998,578738
"wisconsin","Electric Power","All",1997,531350
"wisconsin","Electric Power","All",1996,558214
"wisconsin","Electric Power","All",1995,545142
"wisconsin","Electric Power","All",1994,527327
"wisconsin","Electric Power","All",1993,511254
"wisconsin","Electric Power","All",1992,496872
"wisconsin","Electric Power","All",1991,505548
"wisconsin","Electric Power","All",1990,491359
"wisconsin","Electric Power","All",1989,478419
"wisconsin","Electric Power","All",1988,486265
"wisconsin","Electric Power","All",1987,475191
"wisconsin","Electric Power","All",1986,466295
"wisconsin","Electric Power","All",1985,454705
"wisconsin","Electric Power","All",1984,456808
"wisconsin","Electric Power","All",1983,431151
"wisconsin","Electric Power","All",1982,413622
"wisconsin","Electric Power","All",1981,410853
"wisconsin","Electric Power","All",1980,416778
"wyoming","Electric Power","All",2015,502483
"wyoming","Electric Power","All",2014,508311
"wyoming","Electric Power","All",2013,538807
"wyoming","Electric Power","All",2012,509612
"wyoming","Electric Power","All",2011,492249
"wyoming","Electric Power","All",2010,495434
"wyoming","Electric Power","All",2009,475542
"wyoming","Electric Power","All",2008,484046
"wyoming","Electric Power","All",2007,476363
"wyoming","Electric Power","All",2006,472062
"wyoming","Electric Power","All",2005,474052
"wyoming","Electric Power","All",2004,479275
"wyoming","Electric Power","All",2003,472679
"wyoming","Electric Power","All",2002,462227
"wyoming","Electric Power","All",2001,480222
"wyoming","Electric Power","All",2000,480003
"wyoming","Electric Power","All",1999,464412
"wyoming","Electric Power","All",1998,484962
"wyoming","Electric Power","All",1997,438350
"wyoming","Electric Power","All",1996,440430
"wyoming","Electric Power","All",1995,427491
"wyoming","Electric Power","All",1994,455708
"wyoming","Electric Power","All",1993,433254
"wyoming","Electric Power","All",1992,451797
"wyoming","Electric Power","All",1991,414236
"wyoming","Electric Power","All",1990,423342
"wyoming","Electric Power","All",1989,397243
"wyoming","Electric Power","All",1988,421657
"wyoming","Electric Power","All",1987,402137
"wyoming","Electric Power","All",1986,316659
"wyoming","Electric Power","All",1985,382895
"wyoming","Electric Power","All",1984,339423
"wyoming","Electric Power","All",1983,293886
"wyoming","Electric Power","All",1982,313563
"wyoming","Electric Power","All",1981,296401
"wyoming","Electric Power","All",1980,249849
"district of columbia","Electric Power","All",2015,498
"district of columbia","Electric Power","All",2014,0
"district of columbia","Electric Power","All",2013,0
"district of columbia","Electric Power","All",2012,147
"district of columbia","Electric Power","All",2011,2613
"district of columbia","Electric Power","All",2010,2509
"district of columbia","Electric Power","All",2009,492
"district of columbia","Electric Power","All",2008,945
"district of columbia","Electric Power","All",2007,1141
"district of columbia","Electric Power","All",2006,1341
"district of columbia","Electric Power","All",2005,3140
"district of columbia","Electric Power","All",2004,755
"district of columbia","Electric Power","All",2003,1108
"district of columbia","Electric Power","All",2002,3610
"district of columbia","Electric Power","All",2001,2088
"district of columbia","Electric Power","All",2000,2301
"district of columbia","Electric Power","All",1999,3392
"district of columbia","Electric Power","All",1998,3503
"district of columbia","Electric Power","All",1997,1203
"district of columbia","Electric Power","All",1996,1802
"district of columbia","Electric Power","All",1995,2962
"district of columbia","Electric Power","All",1994,4130
"district of columbia","Electric Power","All",1993,2984
"district of columbia","Electric Power","All",1992,1546
"district of columbia","Electric Power","All",1991,3097
"district of columbia","Electric Power","All",1990,5441
"district of columbia","Electric Power","All",1989,9268
"district of columbia","Electric Power","All",1988,6842
"district of columbia","Electric Power","All",1987,3837
"district of columbia","Electric Power","All",1986,2948
"district of columbia","Electric Power","All",1985,1958
"district of columbia","Electric Power","All",1984,4575
"district of columbia","Electric Power","All",1983,3557
"district of columbia","Electric Power","All",1982,1568
"district of columbia","Electric Power","All",1981,5397
"district of columbia","Electric Power","All",1980,9830
"alabama","All","All",2015,1909559
"alabama","All","All",2014,1956390
"alabama","All","All",2013,1919299
"alabama","All","All",2012,1879577
"alabama","All","All",2011,1905096
"alabama","All","All",2010,1931458
"alabama","All","All",2009,1800938
"alabama","All","All",2008,2003763
"alabama","All","All",2007,2086251
"alabama","All","All",2006,2102503
"alabama","All","All",2005,2064982
"alabama","All","All",2004,2083465
"alabama","All","All",2003,1970215
"alabama","All","All",2002,1978855
"alabama","All","All",2001,1918038
"alabama","All","All",2000,2111717
"alabama","All","All",1999,2061513
"alabama","All","All",1998,2018514
"alabama","All","All",1997,1972619
"alabama","All","All",1996,2005024
"alabama","All","All",1995,1972483
"alabama","All","All",1994,1898424
"alabama","All","All",1993,1806214
"alabama","All","All",1992,1753453
"alabama","All","All",1991,1682947
"alabama","All","All",1990,1665541
"alabama","All","All",1989,1683262
"alabama","All","All",1988,1651823
"alabama","All","All",1987,1582744
"alabama","All","All",1986,1504837
