"year","area","code","currency","gdp"
2011,"Minnesota","PCRGDP_SAN-1","chained 2009 dollars",50875
2011,"Mississippi","GDP_SAN-1","millions of current dollars",96968
2011,"Mississippi","RGDP_SAN-1","millions of chained 2009 dollars",92821
2011,"Mississippi","PCRGDP_SAN-1","chained 2009 dollars",31167
2011,"Missouri","GDP_SAN-1","millions of current dollars",257225
2011,"Missouri","RGDP_SAN-1","millions of chained 2009 dollars",250034
2011,"Missouri","PCRGDP_SAN-1","chained 2009 dollars",41598
2011,"Montana","GDP_SAN-1","millions of current dollars",41187
2011,"Montana","RGDP_SAN-1","millions of chained 2009 dollars",38458
2011,"Montana","PCRGDP_SAN-1","chained 2009 dollars",38542
2011,"Nebraska","GDP_SAN-1","millions of current dollars",99935
2011,"Nebraska","RGDP_SAN-1","millions of chained 2009 dollars",94619
2011,"Nebraska","PCRGDP_SAN-1","chained 2009 dollars",51360
2011,"Nevada","GDP_SAN-1","millions of current dollars",124445
2011,"Nevada","RGDP_SAN-1","millions of chained 2009 dollars",121118
2011,"Nevada","PCRGDP_SAN-1","chained 2009 dollars",44555
2011,"New England","GDP_SAN-1","millions of current dollars",845612
2011,"New England","RGDP_SAN-1","millions of chained 2009 dollars",826426
2011,"New England","PCRGDP_SAN-1","chained 2009 dollars",56886
2011,"New Hampshire","GDP_SAN-1","millions of current dollars",65214
2011,"New Hampshire","RGDP_SAN-1","millions of chained 2009 dollars",63952
2011,"New Hampshire","PCRGDP_SAN-1","chained 2009 dollars",48504
2011,"New Jersey","GDP_SAN-1","millions of current dollars",493343
2011,"New Jersey","RGDP_SAN-1","millions of chained 2009 dollars",480101
2011,"New Jersey","PCRGDP_SAN-1","chained 2009 dollars",54302
2011,"New Mexico","GDP_SAN-1","millions of current dollars",89261
2011,"New Mexico","RGDP_SAN-1","millions of chained 2009 dollars",83457
2011,"New Mexico","PCRGDP_SAN-1","chained 2009 dollars",40167
2011,"New York","GDP_SAN-1","millions of current dollars",1229743
2011,"New York","RGDP_SAN-1","millions of chained 2009 dollars",1194300
2011,"New York","PCRGDP_SAN-1","chained 2009 dollars",61185
2011,"North Carolina","GDP_SAN-1","millions of current dollars",427974
2011,"North Carolina","RGDP_SAN-1","millions of chained 2009 dollars",417143
2011,"North Carolina","PCRGDP_SAN-1","chained 2009 dollars",43223
2011,"North Dakota","GDP_SAN-1","millions of current dollars",42164
2011,"North Dakota","RGDP_SAN-1","millions of chained 2009 dollars",39117
2011,"North Dakota","PCRGDP_SAN-1","chained 2009 dollars",57066
2011,"Ohio","GDP_SAN-1","millions of current dollars",528567
2011,"Ohio","RGDP_SAN-1","millions of chained 2009 dollars",510190
2011,"Ohio","PCRGDP_SAN-1","chained 2009 dollars",44192
2011,"Oklahoma","GDP_SAN-1","millions of current dollars",163868
2011,"Oklahoma","RGDP_SAN-1","millions of chained 2009 dollars",151302
2011,"Oklahoma","PCRGDP_SAN-1","chained 2009 dollars",39961
2011,"Oregon","GDP_SAN-1","millions of current dollars",199929
2011,"Oregon","RGDP_SAN-1","millions of chained 2009 dollars",198298
2011,"Oregon","PCRGDP_SAN-1","chained 2009 dollars",51266
2011,"Pennsylvania","GDP_SAN-1","millions of current dollars",615411
2011,"Pennsylvania","RGDP_SAN-1","millions of chained 2009 dollars",597346
2011,"Pennsylvania","PCRGDP_SAN-1","chained 2009 dollars",46872
2011,"Plains","GDP_SAN-1","millions of current dollars",1009701
2011,"Plains","RGDP_SAN-1","millions of chained 2009 dollars",968730
2011,"Plains","PCRGDP_SAN-1","chained 2009 dollars",46921
2011,"Rhode Island","GDP_SAN-1","millions of current dollars",49716
2011,"Rhode Island","RGDP_SAN-1","millions of chained 2009 dollars",48424
2011,"Rhode Island","PCRGDP_SAN-1","chained 2009 dollars",46010
2011,"Rocky Mountain","GDP_SAN-1","millions of current dollars",526180
2011,"Rocky Mountain","RGDP_SAN-1","millions of chained 2009 dollars",499519
2011,"Rocky Mountain","PCRGDP_SAN-1","chained 2009 dollars",45066
2011,"South Carolina","GDP_SAN-1","millions of current dollars",170193
2011,"South Carolina","RGDP_SAN-1","millions of chained 2009 dollars",166389
2011,"South Carolina","PCRGDP_SAN-1","chained 2009 dollars",35609
2011,"South Dakota","GDP_SAN-1","millions of current dollars",42253
2011,"South Dakota","RGDP_SAN-1","millions of chained 2009 dollars",39548
2011,"South Dakota","PCRGDP_SAN-1","chained 2009 dollars",47972
2011,"Southeast","GDP_SAN-1","millions of current dollars",3320045
2011,"Southeast","RGDP_SAN-1","millions of chained 2009 dollars",3208026
2011,"Southeast","PCRGDP_SAN-1","chained 2009 dollars",40476
2011,"Southwest","GDP_SAN-1","millions of current dollars",1852054
2011,"Southwest","RGDP_SAN-1","millions of chained 2009 dollars",1722516
2011,"Southwest","PCRGDP_SAN-1","chained 2009 dollars",45356
2011,"Tennessee","GDP_SAN-1","millions of current dollars",263175
2011,"Tennessee","RGDP_SAN-1","millions of chained 2009 dollars",257138
2011,"Tennessee","PCRGDP_SAN-1","chained 2009 dollars",40193
2011,"Texas","GDP_SAN-1","millions of current dollars",1344733
2011,"Texas","RGDP_SAN-1","millions of chained 2009 dollars",1240117
2011,"Texas","PCRGDP_SAN-1","chained 2009 dollars",48354
2011,"United States","GDP_SAN-1","millions of current dollars",15406002
2011,"United States","RGDP_SAN-1","millions of chained 2009 dollars",14833679
2011,"United States","PCRGDP_SAN-1","chained 2009 dollars",47595
2011,"Utah","GDP_SAN-1","millions of current dollars",124031
2011,"Utah","RGDP_SAN-1","millions of chained 2009 dollars",118254
2011,"Utah","PCRGDP_SAN-1","chained 2009 dollars",41992
2011,"Vermont","GDP_SAN-1","millions of current dollars",27676
2011,"Vermont","RGDP_SAN-1","millions of chained 2009 dollars",27027
2011,"Vermont","PCRGDP_SAN-1","chained 2009 dollars",43124
2011,"Virginia","GDP_SAN-1","millions of current dollars",429174
2011,"Virginia","RGDP_SAN-1","millions of chained 2009 dollars",419724
2011,"Virginia","PCRGDP_SAN-1","chained 2009 dollars",51754
2011,"Washington","GDP_SAN-1","millions of current dollars",370149
2011,"Washington","RGDP_SAN-1","millions of chained 2009 dollars",358185
2011,"Washington","PCRGDP_SAN-1","chained 2009 dollars",52500
2011,"West Virginia","GDP_SAN-1","millions of current dollars",70945
2011,"West Virginia","RGDP_SAN-1","millions of chained 2009 dollars",66935
2011,"West Virginia","PCRGDP_SAN-1","chained 2009 dollars",36084
2011,"Wisconsin","GDP_SAN-1","millions of current dollars",262463
2011,"Wisconsin","RGDP_SAN-1","millions of chained 2009 dollars",256396
2011,"Wisconsin","PCRGDP_SAN-1","chained 2009 dollars",44906
2011,"Wyoming","GDP_SAN-1","millions of current dollars",41499
2011,"Wyoming","RGDP_SAN-1","millions of chained 2009 dollars",36326
2011,"Wyoming","PCRGDP_SAN-1","chained 2009 dollars",63985
2012,"Alabama","GDP_SAN-1","millions of current dollars",185878
2012,"Alabama","RGDP_SAN-1","millions of chained 2009 dollars",175420
2012,"Alabama","PCRGDP_SAN-1","chained 2009 dollars",36425
2012,"Alaska","GDP_SAN-1","millions of current dollars",60890
2012,"Alaska","RGDP_SAN-1","millions of chained 2009 dollars",53719
2012,"Alaska","PCRGDP_SAN-1","chained 2009 dollars",73478
2012,"Arizona","GDP_SAN-1","millions of current dollars",264693
2012,"Arizona","RGDP_SAN-1","millions of chained 2009 dollars",252545
2012,"Arizona","PCRGDP_SAN-1","chained 2009 dollars",38559
2012,"Arkansas","GDP_SAN-1","millions of current dollars",109226
2012,"Arkansas","RGDP_SAN-1","millions of chained 2009 dollars",103170
2012,"Arkansas","PCRGDP_SAN-1","chained 2009 dollars",34965
2012,"California","GDP_SAN-1","millions of current dollars",2131199
2012,"California","RGDP_SAN-1","millions of chained 2009 dollars",2013611
2012,"California","PCRGDP_SAN-1","chained 2009 dollars",52974
2012,"Colorado","GDP_SAN-1","millions of current dollars",272799
2012,"Colorado","RGDP_SAN-1","millions of chained 2009 dollars",257622
2012,"Colorado","PCRGDP_SAN-1","chained 2009 dollars",49639
2012,"Connecticut","GDP_SAN-1","millions of current dollars",239462
2012,"Connecticut","RGDP_SAN-1","millions of chained 2009 dollars",228212
2012,"Connecticut","PCRGDP_SAN-1","chained 2009 dollars",63502
2012,"Delaware","GDP_SAN-1","millions of current dollars",60628
2012,"Delaware","RGDP_SAN-1","millions of chained 2009 dollars",57013
2012,"Delaware","PCRGDP_SAN-1","chained 2009 dollars",62174
2012,"District of Columbia","GDP_SAN-1","millions of current dollars",109685
2012,"District of Columbia","RGDP_SAN-1","millions of chained 2009 dollars",103733
2012,"District of Columbia","PCRGDP_SAN-1","chained 2009 dollars",163274
2012,"Far West","GDP_SAN-1","millions of current dollars",2975958
2012,"Far West","RGDP_SAN-1","millions of chained 2009 dollars",2817079
2012,"Far West","PCRGDP_SAN-1","chained 2009 dollars",52478
2012,"Florida","GDP_SAN-1","millions of current dollars",764136
2012,"Florida","RGDP_SAN-1","millions of chained 2009 dollars",729372
2012,"Florida","PCRGDP_SAN-1","chained 2009 dollars",37705
2012,"Georgia","GDP_SAN-1","millions of current dollars",439058
2012,"Georgia","RGDP_SAN-1","millions of chained 2009 dollars",418312
2012,"Georgia","PCRGDP_SAN-1","chained 2009 dollars",42191
2012,"Great Lakes","GDP_SAN-1","millions of current dollars",2250787
2012,"Great Lakes","RGDP_SAN-1","millions of chained 2009 dollars",2131480
2012,"Great Lakes","PCRGDP_SAN-1","chained 2009 dollars",45767
2012,"Hawaii","GDP_SAN-1","millions of current dollars",72532
2012,"Hawaii","RGDP_SAN-1","millions of chained 2009 dollars",68913
2012,"Hawaii","PCRGDP_SAN-1","chained 2009 dollars",49513
2012,"Idaho","GDP_SAN-1","millions of current dollars",58105
2012,"Idaho","RGDP_SAN-1","millions of chained 2009 dollars",54411
2012,"Idaho","PCRGDP_SAN-1","chained 2009 dollars",34094
2012,"Illinois","GDP_SAN-1","millions of current dollars",711370
2012,"Illinois","RGDP_SAN-1","millions of chained 2009 dollars",671493
2012,"Illinois","PCRGDP_SAN-1","chained 2009 dollars",52172
2012,"Indiana","GDP_SAN-1","millions of current dollars",299996
2012,"Indiana","RGDP_SAN-1","millions of chained 2009 dollars",281540
2012,"Indiana","PCRGDP_SAN-1","chained 2009 dollars",43064
2012,"Iowa","GDP_SAN-1","millions of current dollars",158246
2012,"Iowa","RGDP_SAN-1","millions of chained 2009 dollars",147665
2012,"Iowa","PCRGDP_SAN-1","chained 2009 dollars",48001
2012,"Kansas","GDP_SAN-1","millions of current dollars",140964
2012,"Kansas","RGDP_SAN-1","millions of chained 2009 dollars",131320
2012,"Kansas","PCRGDP_SAN-1","chained 2009 dollars",45514
2012,"Kentucky","GDP_SAN-1","millions of current dollars",177046
2012,"Kentucky","RGDP_SAN-1","millions of chained 2009 dollars",166852
2012,"Kentucky","PCRGDP_SAN-1","chained 2009 dollars",38052
2012,"Louisiana","GDP_SAN-1","millions of current dollars",241378
2012,"Louisiana","RGDP_SAN-1","millions of chained 2009 dollars",209373
2012,"Louisiana","PCRGDP_SAN-1","chained 2009 dollars",45482
2012,"Maine","GDP_SAN-1","millions of current dollars",52580
2012,"Maine","RGDP_SAN-1","millions of chained 2009 dollars",50106
2012,"Maine","PCRGDP_SAN-1","chained 2009 dollars",37705
2012,"Maryland","GDP_SAN-1","millions of current dollars",332500
2012,"Maryland","RGDP_SAN-1","millions of chained 2009 dollars",318146
2012,"Maryland","PCRGDP_SAN-1","chained 2009 dollars",54018
2012,"Massachusetts","GDP_SAN-1","millions of current dollars",434098
2012,"Massachusetts","RGDP_SAN-1","millions of chained 2009 dollars",415832
2012,"Massachusetts","PCRGDP_SAN-1","chained 2009 dollars",62456
2012,"Michigan","GDP_SAN-1","millions of current dollars",416701
2012,"Michigan","RGDP_SAN-1","millions of chained 2009 dollars",400063
2012,"Michigan","PCRGDP_SAN-1","chained 2009 dollars",40463
2012,"Mideast","GDP_SAN-1","millions of current dollars",2956412
2012,"Mideast","RGDP_SAN-1","millions of chained 2009 dollars",2807433
2012,"Mideast","PCRGDP_SAN-1","chained 2009 dollars",57660
2012,"Minnesota","GDP_SAN-1","millions of current dollars",292920
2012,"Minnesota","RGDP_SAN-1","millions of chained 2009 dollars",275859
2012,"Minnesota","PCRGDP_SAN-1","chained 2009 dollars",51272
2012,"Mississippi","GDP_SAN-1","millions of current dollars",101351
2012,"Mississippi","RGDP_SAN-1","millions of chained 2009 dollars",94880
2012,"Mississippi","PCRGDP_SAN-1","chained 2009 dollars",31786
2012,"Missouri","GDP_SAN-1","millions of current dollars",266245
2012,"Missouri","RGDP_SAN-1","millions of chained 2009 dollars",252620
2012,"Missouri","PCRGDP_SAN-1","chained 2009 dollars",41926
2012,"Montana","GDP_SAN-1","millions of current dollars",42349
2012,"Montana","RGDP_SAN-1","millions of chained 2009 dollars",38737
2012,"Montana","PCRGDP_SAN-1","chained 2009 dollars",38537
2012,"Nebraska","GDP_SAN-1","millions of current dollars",101973
2012,"Nebraska","RGDP_SAN-1","millions of chained 2009 dollars",93957
2012,"Nebraska","PCRGDP_SAN-1","chained 2009 dollars",50631
2012,"Nevada","GDP_SAN-1","millions of current dollars",125440
2012,"Nevada","RGDP_SAN-1","millions of chained 2009 dollars",119411
2012,"Nevada","PCRGDP_SAN-1","chained 2009 dollars",43382
2012,"New England","GDP_SAN-1","millions of current dollars",872280
2012,"New England","RGDP_SAN-1","millions of chained 2009 dollars",833989
2012,"New England","PCRGDP_SAN-1","chained 2009 dollars",57196
2012,"New Hampshire","GDP_SAN-1","millions of current dollars",66948
2012,"New Hampshire","RGDP_SAN-1","millions of chained 2009 dollars",64278
2012,"New Hampshire","PCRGDP_SAN-1","chained 2009 dollars",48652
2012,"New Jersey","GDP_SAN-1","millions of current dollars",514662
2012,"New Jersey","RGDP_SAN-1","millions of chained 2009 dollars",489453
2012,"New Jersey","PCRGDP_SAN-1","chained 2009 dollars",55161
2012,"New Mexico","GDP_SAN-1","millions of current dollars",90146
2012,"New Mexico","RGDP_SAN-1","millions of chained 2009 dollars",83547
2012,"New Mexico","PCRGDP_SAN-1","chained 2009 dollars",40094
2012,"New York","GDP_SAN-1","millions of current dollars",1301041
2012,"New York","RGDP_SAN-1","millions of chained 2009 dollars",1231862
2012,"New York","PCRGDP_SAN-1","chained 2009 dollars",62841
2012,"North Carolina","GDP_SAN-1","millions of current dollars",438350
2012,"North Carolina","RGDP_SAN-1","millions of chained 2009 dollars",415761
2012,"North Carolina","PCRGDP_SAN-1","chained 2009 dollars",42659
2012,"North Dakota","GDP_SAN-1","millions of current dollars",52493
2012,"North Dakota","RGDP_SAN-1","millions of chained 2009 dollars",47816
2012,"North Dakota","PCRGDP_SAN-1","chained 2009 dollars",68105
2012,"Ohio","GDP_SAN-1","millions of current dollars",550299
2012,"Ohio","RGDP_SAN-1","millions of chained 2009 dollars",518583
2012,"Ohio","PCRGDP_SAN-1","chained 2009 dollars",44896
2012,"Oklahoma","GDP_SAN-1","millions of current dollars",174305
2012,"Oklahoma","RGDP_SAN-1","millions of chained 2009 dollars",159785
2012,"Oklahoma","PCRGDP_SAN-1","chained 2009 dollars",41861
2012,"Oregon","GDP_SAN-1","millions of current dollars",196973
2012,"Oregon","RGDP_SAN-1","millions of chained 2009 dollars",192598
2012,"Oregon","PCRGDP_SAN-1","chained 2009 dollars",49395
2012,"Pennsylvania","GDP_SAN-1","millions of current dollars",637896
2012,"Pennsylvania","RGDP_SAN-1","millions of chained 2009 dollars",607172
2012,"Pennsylvania","PCRGDP_SAN-1","chained 2009 dollars",47540
2012,"Plains","GDP_SAN-1","millions of current dollars",1055897
2012,"Plains","RGDP_SAN-1","millions of chained 2009 dollars",988858
2012,"Plains","PCRGDP_SAN-1","chained 2009 dollars",47634
2012,"Rhode Island","GDP_SAN-1","millions of current dollars",50997
2012,"Rhode Island","RGDP_SAN-1","millions of chained 2009 dollars",48631
2012,"Rhode Island","PCRGDP_SAN-1","chained 2009 dollars",46188
2012,"Rocky Mountain","GDP_SAN-1","millions of current dollars",541472
2012,"Rocky Mountain","RGDP_SAN-1","millions of chained 2009 dollars",505342
2012,"Rocky Mountain","PCRGDP_SAN-1","chained 2009 dollars",45025
2012,"South Carolina","GDP_SAN-1","millions of current dollars",174567
2012,"South Carolina","RGDP_SAN-1","millions of chained 2009 dollars",166858
2012,"South Carolina","PCRGDP_SAN-1","chained 2009 dollars",35346
2012,"South Dakota","GDP_SAN-1","millions of current dollars",43056
2012,"South Dakota","RGDP_SAN-1","millions of chained 2009 dollars",39189
2012,"South Dakota","PCRGDP_SAN-1","chained 2009 dollars",46965
2012,"Southeast","GDP_SAN-1","millions of current dollars",3421400
2012,"Southeast","RGDP_SAN-1","millions of chained 2009 dollars",3232383
2012,"Southeast","PCRGDP_SAN-1","chained 2009 dollars",40421
2012,"Southwest","GDP_SAN-1","millions of current dollars",1967037
2012,"Southwest","RGDP_SAN-1","millions of chained 2009 dollars",1807041
2012,"Southwest","PCRGDP_SAN-1","chained 2009 dollars",46909
2012,"Tennessee","GDP_SAN-1","millions of current dollars",278298
2012,"Tennessee","RGDP_SAN-1","millions of chained 2009 dollars",265211
2012,"Tennessee","PCRGDP_SAN-1","chained 2009 dollars",41091
2012,"Texas","GDP_SAN-1","millions of current dollars",1437893
2012,"Texas","RGDP_SAN-1","millions of chained 2009 dollars",1310522
2012,"Texas","PCRGDP_SAN-1","chained 2009 dollars",50266
2012,"United States","GDP_SAN-1","millions of current dollars",16041243
2012,"United States","RGDP_SAN-1","millions of chained 2009 dollars",15126281
2012,"United States","PCRGDP_SAN-1","chained 2009 dollars",48173
2012,"Utah","GDP_SAN-1","millions of current dollars",128018
2012,"Utah","RGDP_SAN-1","millions of chained 2009 dollars",119739
2012,"Utah","PCRGDP_SAN-1","chained 2009 dollars",41929
2012,"Vermont","GDP_SAN-1","millions of current dollars",28195
2012,"Vermont","RGDP_SAN-1","millions of chained 2009 dollars",26963
2012,"Vermont","PCRGDP_SAN-1","chained 2009 dollars",43042
2012,"Virginia","GDP_SAN-1","millions of current dollars",441144
2012,"Virginia","RGDP_SAN-1","millions of chained 2009 dollars",422269
2012,"Virginia","PCRGDP_SAN-1","chained 2009 dollars",51546
2012,"Washington","GDP_SAN-1","millions of current dollars",388922
2012,"Washington","RGDP_SAN-1","millions of chained 2009 dollars",368474
2012,"Washington","PCRGDP_SAN-1","chained 2009 dollars",53439
2012,"West Virginia","GDP_SAN-1","millions of current dollars",70969
2012,"West Virginia","RGDP_SAN-1","millions of chained 2009 dollars",65925
2012,"West Virginia","PCRGDP_SAN-1","chained 2009 dollars",35509
2012,"Wisconsin","GDP_SAN-1","millions of current dollars",272420
2012,"Wisconsin","RGDP_SAN-1","millions of chained 2009 dollars",259863
2012,"Wisconsin","PCRGDP_SAN-1","chained 2009 dollars",45382
2012,"Wyoming","GDP_SAN-1","millions of current dollars",40201
2012,"Wyoming","RGDP_SAN-1","millions of chained 2009 dollars",35054
2012,"Wyoming","PCRGDP_SAN-1","chained 2009 dollars",60777
2013,"Alabama","GDP_SAN-1","millions of current dollars",190319
2013,"Alabama","RGDP_SAN-1","millions of chained 2009 dollars",177049
2013,"Alabama","PCRGDP_SAN-1","chained 2009 dollars",36660
2013,"Alaska","GDP_SAN-1","millions of current dollars",59808
2013,"Alaska","RGDP_SAN-1","millions of chained 2009 dollars",51361
2013,"Alaska","PCRGDP_SAN-1","chained 2009 dollars",69700
2013,"Arizona","GDP_SAN-1","millions of current dollars",270469
2013,"Arizona","RGDP_SAN-1","millions of chained 2009 dollars",253743
2013,"Arizona","PCRGDP_SAN-1","chained 2009 dollars",38303
2013,"Arkansas","GDP_SAN-1","millions of current dollars",114456
2013,"Arkansas","RGDP_SAN-1","millions of chained 2009 dollars",106112
2013,"Arkansas","PCRGDP_SAN-1","chained 2009 dollars",35865
2013,"California","GDP_SAN-1","millions of current dollars",2223892
2013,"California","RGDP_SAN-1","millions of chained 2009 dollars",2064534
2013,"California","PCRGDP_SAN-1","chained 2009 dollars",53855
2013,"Colorado","GDP_SAN-1","millions of current dollars",286835
2013,"Colorado","RGDP_SAN-1","millions of chained 2009 dollars",265880
2013,"Colorado","PCRGDP_SAN-1","chained 2009 dollars",50475
2013,"Connecticut","GDP_SAN-1","millions of current dollars",240975
2013,"Connecticut","RGDP_SAN-1","millions of chained 2009 dollars",224931
2013,"Connecticut","PCRGDP_SAN-1","chained 2009 dollars",62550
2013,"Delaware","GDP_SAN-1","millions of current dollars",61109
2013,"Delaware","RGDP_SAN-1","millions of chained 2009 dollars",56189
2013,"Delaware","PCRGDP_SAN-1","chained 2009 dollars",60719
2013,"District of Columbia","GDP_SAN-1","millions of current dollars",111890
2013,"District of Columbia","RGDP_SAN-1","millions of chained 2009 dollars",103540
2013,"District of Columbia","PCRGDP_SAN-1","chained 2009 dollars",159497
2013,"Far West","GDP_SAN-1","millions of current dollars",3088689
2013,"Far West","RGDP_SAN-1","millions of chained 2009 dollars",2872161
2013,"Far West","PCRGDP_SAN-1","chained 2009 dollars",53032
2013,"Florida","GDP_SAN-1","millions of current dollars",794644
2013,"Florida","RGDP_SAN-1","millions of chained 2009 dollars",744576
2013,"Florida","PCRGDP_SAN-1","chained 2009 dollars",38023
2013,"Georgia","GDP_SAN-1","millions of current dollars",454238
2013,"Georgia","RGDP_SAN-1","millions of chained 2009 dollars",424360
2013,"Georgia","PCRGDP_SAN-1","chained 2009 dollars",42500
2013,"Great Lakes","GDP_SAN-1","millions of current dollars",2308923
2013,"Great Lakes","RGDP_SAN-1","millions of chained 2009 dollars",2149983
2013,"Great Lakes","PCRGDP_SAN-1","chained 2009 dollars",46077
2013,"Hawaii","GDP_SAN-1","millions of current dollars",74630
2013,"Hawaii","RGDP_SAN-1","millions of chained 2009 dollars",69676
2013,"Hawaii","PCRGDP_SAN-1","chained 2009 dollars",49539
2013,"Idaho","GDP_SAN-1","millions of current dollars",60854
2013,"Idaho","RGDP_SAN-1","millions of chained 2009 dollars",56014
2013,"Idaho","PCRGDP_SAN-1","chained 2009 dollars",34748
2013,"Illinois","GDP_SAN-1","millions of current dollars",721876
2013,"Illinois","RGDP_SAN-1","millions of chained 2009 dollars",669261
2013,"Illinois","PCRGDP_SAN-1","chained 2009 dollars",51963
2013,"Indiana","GDP_SAN-1","millions of current dollars",311150
2013,"Indiana","RGDP_SAN-1","millions of chained 2009 dollars",288157
2013,"Indiana","PCRGDP_SAN-1","chained 2009 dollars",43866
2013,"Iowa","GDP_SAN-1","millions of current dollars",162305
2013,"Iowa","RGDP_SAN-1","millions of chained 2009 dollars",148419
2013,"Iowa","PCRGDP_SAN-1","chained 2009 dollars",48002
2013,"Kansas","GDP_SAN-1","millions of current dollars",143471
2013,"Kansas","RGDP_SAN-1","millions of chained 2009 dollars",131536
2013,"Kansas","PCRGDP_SAN-1","chained 2009 dollars",45470
2013,"Kentucky","GDP_SAN-1","millions of current dollars",181135
2013,"Kentucky","RGDP_SAN-1","millions of chained 2009 dollars",168306
2013,"Kentucky","PCRGDP_SAN-1","chained 2009 dollars",38247
2013,"Louisiana","GDP_SAN-1","millions of current dollars",234608
2013,"Louisiana","RGDP_SAN-1","millions of chained 2009 dollars",202289
2013,"Louisiana","PCRGDP_SAN-1","chained 2009 dollars",43725
2013,"Maine","GDP_SAN-1","millions of current dollars",53348
2013,"Maine","RGDP_SAN-1","millions of chained 2009 dollars",49810
2013,"Maine","PCRGDP_SAN-1","chained 2009 dollars",37477
2013,"Maryland","GDP_SAN-1","millions of current dollars",339443
2013,"Maryland","RGDP_SAN-1","millions of chained 2009 dollars",318888
2013,"Maryland","PCRGDP_SAN-1","chained 2009 dollars",53765
2013,"Massachusetts","GDP_SAN-1","millions of current dollars",442090
2013,"Massachusetts","RGDP_SAN-1","millions of chained 2009 dollars",415030
2013,"Massachusetts","PCRGDP_SAN-1","chained 2009 dollars",61882
2013,"Michigan","GDP_SAN-1","millions of current dollars",429644
2013,"Michigan","RGDP_SAN-1","millions of chained 2009 dollars",405793
2013,"Michigan","PCRGDP_SAN-1","chained 2009 dollars",40993
2013,"Mideast","GDP_SAN-1","millions of current dollars",3033542
2013,"Mideast","RGDP_SAN-1","millions of chained 2009 dollars",2820245
2013,"Mideast","PCRGDP_SAN-1","chained 2009 dollars",57721
2013,"Minnesota","GDP_SAN-1","millions of current dollars",304063
2013,"Minnesota","RGDP_SAN-1","millions of chained 2009 dollars",281759
2013,"Minnesota","PCRGDP_SAN-1","chained 2009 dollars",51999
2013,"Mississippi","GDP_SAN-1","millions of current dollars",103523
2013,"Mississippi","RGDP_SAN-1","millions of chained 2009 dollars",95465
2013,"Mississippi","PCRGDP_SAN-1","chained 2009 dollars",31923
2013,"Missouri","GDP_SAN-1","millions of current dollars",275911
2013,"Missouri","RGDP_SAN-1","millions of chained 2009 dollars",256738
2013,"Missouri","PCRGDP_SAN-1","chained 2009 dollars",42487
2013,"Montana","GDP_SAN-1","millions of current dollars",43229
2013,"Montana","RGDP_SAN-1","millions of chained 2009 dollars",39026
2013,"Montana","PCRGDP_SAN-1","chained 2009 dollars",38476
2013,"Nebraska","GDP_SAN-1","millions of current dollars",106765
2013,"Nebraska","RGDP_SAN-1","millions of chained 2009 dollars",96352
2013,"Nebraska","PCRGDP_SAN-1","chained 2009 dollars",51565
2013,"Nevada","GDP_SAN-1","millions of current dollars",128205
2013,"Nevada","RGDP_SAN-1","millions of chained 2009 dollars",120027
2013,"Nevada","PCRGDP_SAN-1","chained 2009 dollars",43075
2013,"New England","GDP_SAN-1","millions of current dollars",885848
2013,"New England","RGDP_SAN-1","millions of chained 2009 dollars",830093
2013,"New England","PCRGDP_SAN-1","chained 2009 dollars",56721
2013,"New Hampshire","GDP_SAN-1","millions of current dollars",68558
2013,"New Hampshire","RGDP_SAN-1","millions of chained 2009 dollars",64641
2013,"New Hampshire","PCRGDP_SAN-1","chained 2009 dollars",48871
2013,"New Jersey","GDP_SAN-1","millions of current dollars",531072
2013,"New Jersey","RGDP_SAN-1","millions of chained 2009 dollars",496128
2013,"New Jersey","PCRGDP_SAN-1","chained 2009 dollars",55750
2013,"New Mexico","GDP_SAN-1","millions of current dollars",90834
2013,"New Mexico","RGDP_SAN-1","millions of chained 2009 dollars",82696
2013,"New Mexico","PCRGDP_SAN-1","chained 2009 dollars",39659
2013,"New York","GDP_SAN-1","millions of current dollars",1330236
2013,"New York","RGDP_SAN-1","millions of chained 2009 dollars",1228488
2013,"New York","PCRGDP_SAN-1","chained 2009 dollars",62444
2013,"North Carolina","GDP_SAN-1","millions of current dollars",454945
2013,"North Carolina","RGDP_SAN-1","millions of chained 2009 dollars",422644
2013,"North Carolina","PCRGDP_SAN-1","chained 2009 dollars",42945
2013,"North Dakota","GDP_SAN-1","millions of current dollars",54965
2013,"North Dakota","RGDP_SAN-1","millions of chained 2009 dollars",48981
2013,"North Dakota","PCRGDP_SAN-1","chained 2009 dollars",67651
2013,"Ohio","GDP_SAN-1","millions of current dollars",564683
2013,"Ohio","RGDP_SAN-1","millions of chained 2009 dollars",523587
2013,"Ohio","PCRGDP_SAN-1","chained 2009 dollars",45254
2013,"Oklahoma","GDP_SAN-1","millions of current dollars",186007
2013,"Oklahoma","RGDP_SAN-1","millions of chained 2009 dollars",166762
2013,"Oklahoma","PCRGDP_SAN-1","chained 2009 dollars",43288
2013,"Oregon","GDP_SAN-1","millions of current dollars",196594
2013,"Oregon","RGDP_SAN-1","millions of chained 2009 dollars",188806
2013,"Oregon","PCRGDP_SAN-1","chained 2009 dollars",48094
2013,"Pennsylvania","GDP_SAN-1","millions of current dollars",659792
2013,"Pennsylvania","RGDP_SAN-1","millions of chained 2009 dollars",617053
2013,"Pennsylvania","PCRGDP_SAN-1","chained 2009 dollars",48278
